,level_0,index,Unnamed: 0,title,ingredients,directions,link,source,NER
79,381633,1656721,1656721,Chunky Bars,"[""12 ounces chocolate chips"", ""1 cup peanuts"", ""1 cup raisins""]","[""melt chips."", ""add peanuts and raisins."", ""put in mini muffin cups and over waxed paper and store in fridge."", ""take them out when hard and serve.""]",www.food.com/recipe/chunky-bars-333067,Recipes1M,"[""chocolate chips"", ""peanuts"", ""raisins""]"
80,442086,1587094,1587094,Cranberry Orange Shortbread Cookies,"[""2 sticks Butter"", ""3/4 cups Powdered Sugar"", ""2 teaspoons Vanilla Extract"", ""1/2 teaspoons Almond Extract"", ""1 Tablespoon Finely Grated Orange Zest"", ""1/2 cups Chopped Dried Cranberries"", ""2 cups All-purpose Flour"", ""1/4 teaspoons Baking Powder"", ""1/8 teaspoons Salt""]","[""Beat butter with a mixer on medium speed until creamy and smooth, about 2 minutes. Gradually add the powdered sugar, beating until smooth. Add vanilla, almond extract, orange zest and dried cranberries and beat until combined. Reduce speed to low. Mix flour, baking powder and salt. Gradually add flour mixture to the butter, beating at a low speed until blended."", ""Form dough into 2 logs, each about 1 1/2 inches in diameter; wrap in parchment, and refrigerate for 1 hour (or up to 3 days)."", ""Preheat oven to 350 degrees. If frozen, let the logs stand at room temperature for 10 minutes. Remove parchment. Slice logs into 1/4 inch-thick rounds, and space about 1 inch apart on baking sheets lined with parchment. Bake until pale golden, about 12 minutes. Let cool.""]",tastykitchen.com/recipes/desserts/cranberry-orange-shortbread-cookies/,Gathered,"[""Butter"", ""Powdered Sugar"", ""Vanilla"", ""Almond Extract"", ""Cranberries"", ""All-purpose"", ""\u00bc"", ""Salt""]"
81,158678,2100844,2100844,Buttermilk and Stawberry Sorbet,"[""2 cups low-fat buttermilk"", ""14 cup sugar"", ""14 cup light corn syrup"", ""3 cups sliced fresh strawberries (about 1 pound)"", ""1 tablespoon sugar""]","[""To prepare sorbet, combine first 3 ingredients in a medium bowl, stirring until sugar dissolves."", ""Pour mixture into the freezer can of an ice-cream freezer; freeze according to manufacturer's instructions."", ""Spoon sorbet into a freezer-safe container; cover and freeze 1 hour or until firm."", ""To prepare strawberries, combine strawberries and 1 tablespoon sugar; let stand 10 minutes."", ""Spoon berries into serving bowls, and top with sorbet."", ""Serve 3/4 cup sorbet with 3/4 cup strawberries.""]",www.food.com/recipe/buttermilk-and-stawberry-sorbet-451820,Recipes1M,"[""low-fat buttermilk"", ""sugar"", ""light corn syrup"", ""fresh strawberries"", ""sugar""]"
82,375574,1159503,1159503,Secretly Delicious Spinach Pie,"[""5 jumbo eggs (or 7 large eggs)"", ""2 tablespoons milk"", ""3 roasted garlic cloves, crushed"", ""1/4 teaspoon lemon pepper"", ""1 dash salt"", ""3 slices cooked bacon, chopped (optional)"", ""1 large flour tortilla"", ""1 1/2 cups any blend shredded cheese"", ""3 cups fresh spinach""]","[""Mix the first six ingredients (eggs, bacon, milk, garlic, lemon pepper and salt) in a bowl. Set aside."", ""Lay the flour tortilla in a glass pie dish, press gently - does not need to lay perfectly flat against dish. I don't spray it prior and have never had any issues with it sticking. Especially when made using a glass pie pan."", ""Sprinkle only 1/2 cup cheese on tortilla."", ""Sprinkle remaining cheese and the spinach onto tortilla in layers, and press gently. I don't chop or tear the spinach but you might opt to do this."", ""Pour egg mixture evenly over spinach, be careful not to pour any outside of tortilla as this causes it to stick to pan."", ""Bake in oven at 365 degrees for 35 to 45 minutes. Insert fork in center and it should come out clean."", ""Use sharp knife to cut into pie slices and serve hot."", ""Other options: Instead of garlic, you can use 1/4 cup onions. For added flavor, serve with homemade salsa.""]",www.food.com/recipe/secretly-delicious-spinach-pie-115110,Gathered,"[""jumbo eggs"", ""milk"", ""garlic"", ""lemon pepper"", ""salt"", ""bacon"", ""flour tortilla"", ""shredded cheese"", ""fresh spinach""]"
83,106995,764114,764114,Tomato Bacon Cups,"[""10 slices bacon"", ""1 medium tomato, seeded"", ""1/2 small onion"", ""3 oz. Swiss cheese (3/4 c.)"", ""1/2 c. mayonnaise"", ""1 tsp. basil"", ""1 can refrigerator biscuits (10 count Hungry Jack Flaky)""]","[""You also need 30 mini-muffin cups.""]",www.cookbooks.com/Recipe-Details.aspx?id=49676,Gathered,"[""bacon"", ""tomato"", ""onion"", ""Swiss cheese"", ""mayonnaise"", ""basil"", ""refrigerator""]"
84,121715,603121,603121,Beer Bread,"[""3 c. self-rising flour"", ""3 Tbsp. sugar"", ""1 tsp. salt"", ""1 regular size any beer""]","[""Mix ingredients together and grease and flour a bread loaf pan."", ""Bake at 350\u00b0 for 35 minutes."", ""Great the next day for sandwiches.""]",www.cookbooks.com/Recipe-Details.aspx?id=163204,Gathered,"[""flour"", ""sugar"", ""salt"", ""regular""]"
85,318295,883592,883592,Orange Salad,"[""1 regular size box orange jello"", ""1 (1 lb.) carton small curd cottage cheese"", ""1 small can mandarin oranges, drained"", ""1 container Cool Whip (9 or 13 oz.)""]","[""Prepare jello according to directions."", ""Cool, then add the cottage cheese and mix."", ""Add the orange slices; fold in the Cool Whip."", ""Put in refrigerator to set.""]",www.cookbooks.com/Recipe-Details.aspx?id=324716,Gathered,"[""regular"", ""cottage cheese"", ""mandarin oranges""]"
86,308942,1762223,1762223,Eggplant Dip with Pomegranate and Tahina,"[""2 large eggplants (about 2 pounds)"", ""1 pomegranate"", ""3 tablespoons tahina"", ""1 tablespoon lemon juice, or to taste"", ""1/2 teaspoon salt"", ""1 teaspoon crushed garlic"", ""1/4 cup chopped fresh parsley, for garnish""]","[""Preheat the oven to 450 degrees F."", ""Grill the eggplant over the gas grill or prick and roast in a hot oven until it is extremely soft inside."", ""When cool, split the eggplant open and gently scrape the seeds out, using a melon-baller or large spoon."", ""Pull away the skin, drain the liquid, and chop the pulp in 1/2-inch cubes."", ""Gently score the outer skin of the pomegranate into quarters."", ""Place the entire pomegranate in a large bowl filled with water."", ""With your hands under the water, gently pull the skin off and remove the seeds, which will fall to the bottom."", ""Drain off the water, discard the outer skin and fiber, dab the seeds dry, and proceed."", ""Reserve 1/4 cup of the seeds for garnish."", ""Place the remaining seeds over a sieve and press out the juice with your hands."", ""You should have approximately 1/4 cup juice."", ""Discard the pulp and seeds."", ""In a nonmetallic bowl, mix the eggplant with the pomegranate juice, tahina, lemon juice, salt and garlic."", ""Adjust the amount of pomegranate juice and lemon to your taste."", ""In a food processor fitted with a steel blade, pulse the mixture until smooth but not mushy."", ""Spread mixture on a flat suraface and sprinkle with chopped parsley and the reserved pomegranate seeds, dried cherries, or dried cranberries."", ""Serve with pieces of warm pita for dipping.""]",www.foodnetwork.com/recipes/eggplant-dip-with-pomegranate-and-tahina-recipe.html,Recipes1M,"[""eggplants"", ""pomegranate"", ""tahina"", ""lemon juice"", ""salt"", ""garlic"", ""fresh parsley""]"
87,49650,1070845,1070845,Spicy Winter Squash Soup,"[""2 1/2 teaspoons cajun seasoning or 2 1/2 teaspoons curry powder"", ""1 1/2 lbs winter squash"", ""2 -3 teaspoons fresh ginger, peeled and minced"", ""1 liter skim milk"", ""2 cups sweet onions, diced"", ""1 cup celery, diced"", ""1 tablespoon garlic, minced"", ""4 teaspoons olive oil"", ""10 ounces frozen corn kernels"", ""10 ounces frozen green beans or 10 ounces frozen green peas"", ""3/4 cup fresh basil leaf, chopped""]","[""Trim edges of squash, cut into four pieces, remove seeds."", ""Steam 12-15 minutes until soft."", ""Scrape the squash from the skin into a blender, add ginger and 2 1/2 cups milk; puree."", ""Saute onion, celery and garlic in 3 teaspoons olive oil until onions are soft."", ""Reduce heat to low, stir in Cajun spice mix. Stir for 30 seconds, add squash puree and remaining milk."", ""Bring to a boil, simmer for 15 minutes."", ""Add corn and green beans and continue to simmer."", ""Stir in basil."", ""Season with salt to taste.""]",www.food.com/recipe/spicy-winter-squash-soup-283138,Gathered,"[""cajun seasoning"", ""winter"", ""fresh ginger"", ""liter"", ""sweet onions"", ""celery"", ""garlic"", ""olive oil"", ""corn kernels"", ""green beans"", ""fresh basil leaf""]"
88,20804,1953774,1953774,Classic WHiskey Smash,"[""7 fresh mint leaves"", ""12 lemon, quartered lengthwise"", ""1 tablespoon simple syrup"", ""14 cup Bourbon""]","[""Using a cocktail muddler, or the handle of a wooden spoon, mash mint leave, lemon half, and simple syrup together in a 16 oz."", ""mixing glass, or a cocktail shaker, 4-5 times just to release juices and oils."", ""Add bourbon."", ""Transfer to an Old Fashioned glass."", ""Fill halfway with crushed ice, stir, then mound more crushed ice on top."", ""Garnish with more mint leaves.""]",www.food.com/recipe/classic-whiskey-smash-484236,Recipes1M,"[""mint"", ""lemon"", ""simple syrup"", ""Bourbon""]"
89,140381,1077171,1077171,Carrot Soup With Coconut And Cilantro,"[""4 tablespoons butter"", ""1 onion, chopped"", ""1 pinch salt"", ""10 carrots, peeled, chopped"", ""2 potatoes, peeled, chopped"", ""1/4 cup fresh cilantro, chopped, recipe says handful"", ""4 cups vegetable stock (even 3 cups water plus one cup chicken stock) or 4 cups use water (even 3 cups water plus one cup chicken stock)"", ""1/2 cup coconut milk"", ""1 orange, juice of"", ""2 limes, cut into wedges"", ""salt"", ""pepper""]","[""Melt butter in heavy bottomed saucepan. Tip in the onion with a pinch of salt. Cook gently on low heat for about 5 minutes to soften without browning."", ""Add carrots and potatoes. Stir. Cover and leave to sweat for 10 minutes."", ""Add cilantro, stock or water or water and stock, coconut milk, orange juice, a squeeze of lime, and some salt and pepper."", ""Bring to a boil, then reduce heat and simmer, covered, till the carrots are soft. This could take 30-40 minutes depending upon the size of the carrots."", ""Let cool, then liquidize (liquify) in a blender until smooth. Reheat gently, stirring, and check seasoning. Serve with lime wedges for squeezing.""]",www.food.com/recipe/carrot-soup-with-coconut-and-cilantro-194571,Gathered,"[""butter"", ""onion"", ""salt"", ""carrots"", ""potatoes"", ""fresh cilantro"", ""vegetable stock"", ""coconut milk"", ""orange"", ""salt"", ""pepper""]"
90,145434,1097909,1097909,Welsh Cakes,"[""1 cup butter"", ""3/4 cup sugar"", ""2 1/2 cups flour"", ""1 teaspoon salt"", ""3 teaspoons baking powder"", ""1 egg"", ""1/2 cup milk"", ""1 cup currants, washed and drained""]","[""Mix together dry ingredients."", ""Cut in cold butter."", ""Mix egg and milk together and slowly add to dry ingredients."", ""Turn onto a floured board and roll 1/4 inch thick."", ""Cut into rounds and fry on an electric skillet at 300* for about 5 minutes on each side.""]",www.food.com/recipe/welsh-cakes-15785,Gathered,"[""butter"", ""sugar"", ""flour"", ""salt"", ""baking powder"", ""egg"", ""milk"", ""currants""]"
91,293175,1092427,1092427,Palak Paneer Curry Recipe,"[""250 g spinach leaves"", ""220 g panir, in cubes"", ""2 tomatoes, diced"", ""1 onion, chopped"", ""3 garlic cloves, minced"", ""1 green chili, chopped"", ""1/2 inch ginger, minced"", ""20 ml fresh cream"", ""4 tablespoons rapeseed oil"", ""1 teaspoon cumin seed"", ""1/4 teaspoon turmeric powder"", ""1/2 teaspoon red chili powder"", ""1 teaspoon cumin powder"", ""1 teaspoon coriander powder"", ""1/2 teaspoon garam masala powder"", ""1/2 teaspoon chili flakes (to garnish)"", ""1/2 teaspoon salt, to taste""]","[""Bring a saucepan with water to boil and blanch the spinach for 1 minute, drain and cool down in ice water. This will keep the bright green colour on the spinach."", ""Heat up 2 tbsp of oil in a pan, when hot add the cumin seeds they should sizzle immediately, add the onion, garlic, ginger and chillies, cook on medium flame until onion gets golden brown. Add the chopped tomatoes and cook until soft, turn off the flame and let it cool down."", ""Blend this mixture together with the blanched spinach, you can add a touch of water if required to get a thick and smooth paste."", ""Heat up 2 tbsp of oil in a pan, add the turmeric, red chilli powder, cumin and coriander and fry for some seconds until spices release their aroma, add the spinach paste cook for 2 minutes on a medium-high flame, then add water and cook for 5 minutes more, taste and add salt."", ""Add the paneer to the gravy, mix well to coat the cheese cook for 5 minutes, then add the garam masala and the fresh cream, stir and cook on low flame for 2 minutes, then garnish it with chilli flakes and serve with hot naan or roti.""]",www.food.com/recipe/palak-paneer-curry-recipe-535061,Gathered,"[""spinach leaves"", ""panir"", ""tomatoes"", ""onion"", ""garlic"", ""green chili"", ""ginger"", ""fresh cream"", ""rapeseed oil"", ""cumin"", ""turmeric powder"", ""red chili powder"", ""cumin powder"", ""coriander powder"", ""garam masala"", ""chili flakes"", ""salt""]"
92,122646,458656,458656,Banana Split Cake,"[""3 sticks margarine"", ""1 box powdered sugar"", ""1 large can crushed pineapple, drained"", ""3 eggs"", ""1 (16 oz.) Cool Whip or whipped cream"", ""maraschino cherries"", ""slivered almonds"", ""2 1/2 c. graham crackers, crushed""]","[""Crust:"", ""Mix 1 stick margarine (melted) with 2 1/2 cups graham crackers."", ""Pat in 9 x 13-inch pan.""]",www.cookbooks.com/Recipe-Details.aspx?id=912363,Gathered,"[""margarine"", ""powdered sugar"", ""pineapple"", ""eggs"", ""cream"", ""maraschino cherries"", ""almonds"", ""graham crackers""]"
93,98213,1313696,1313696,Giovanni'S Lasagne ,"[""1 pound extra lean minced beef"", ""1 pound extra lean minced pork"", ""1 large onion chopped"", ""1/4 cup parsley chopped"", ""6 to 8 whole Italian Basil leaves"", ""1/2 cup red wine"", ""2 28 ounce cans Italian plum tomatoes"", ""1 6 ounce can tomato paste"", ""2 packages Oliveria 4 cheese pasta sauce"", ""1 1/2 cups Parma Grana grated"", ""1 cup Mozzarella grated"", ""Olive oil to cover bottom of stock pot 1 cm"", ""12 fresh lasagne noodles""]","[""Pour Olive oil into large stock pot. Add beef and pork. Brown over medium heat until brown. Add onion, parsley, basil, Wine, tomatoes squished, and tomato paste. add 1/2 tomato can of water. Mix well. Cook until sauce has turned from orange colour to basically red. Approx. 1 hour"", ""Take off heat"", ""Have a lasagne dish approx 8\"" by 12\"" by 2\"" deep"", ""Cover bottom of dish with meat sauce, drizzle about 1/3 cup 4 cheese sauce that has been thinned to consistency of thick sour cream, and sprinkle with 2 tablespoons parmesan, cover with"", ""Lasagne sheets"", ""Repeat until pan is filled finishing with meat sauce, 4 cheese pasta sauce and parmesan. Make sure all the pasta is covered. Sprinkle with mozzarella."", ""Cook in 360 oven for 1 hour or until lightly browned and bubbly""]",www.epicurious.com/recipes/member/views/giovannis-lasagne-50020398,Gathered,"[""beef"", ""pork"", ""onion"", ""parsley"", ""Italian Basil"", ""red wine"", ""Italian plum tomatoes"", ""tomato paste"", ""Oliveria"", ""Parma"", ""Mozzarella grated"", ""Olive oil"", ""noodles""]"
94,321971,1890508,1890508,Braised Red Cabbage,"[""2 tablespoons butter"", ""1 small red onion, thinly sliced"", ""1 small head red cabbage, quartered, cored, and sliced as thin as possible"", ""Salt"", ""2 tablespoons brown sugar"", ""23 tablespoons red wine vinegar""]","[""Melt the butter in a Dutch oven or heavy-bottomed skillet over medium heat."", ""Add the onion and cabbage and stir to mix."", ""Sprinkle with salt and cook over medium-low heat for about 10 minutes, until the cabbage is starting to wilt."", ""Stir in the brown sugar and vinegar and cover."", ""Cook for about 15 minutes, stirring from time to time to prevent the vegetables from getting too brown."", ""Remove the cover and raise the heat a little to evaporate the liquid in the pot."", ""Cook for about 5 more minutes, stirring often."", ""The cabbage will be very tender and a dark reddish purple when ready."", ""If the color is still light and opaque, you need to keep cooking and stirring, until the cabbage is moist and tender but not wet or mushy."", ""Taste for seasonings (it should be a balance of sweet and sour) and add vinegar or salt as necessary.""]",www.epicurious.com/recipes/food/views/braised-red-cabbage-383540,Recipes1M,"[""butter"", ""red onion"", ""head red cabbage"", ""Salt"", ""brown sugar"", ""red wine vinegar""]"
95,357629,518114,518114,Sugar-Free Pumpkin Pie(Diabetic)  ,"[""1 uncooked 9-inch pie shell"", ""1 tsp. pumpkin pie spice"", ""1 1/2 to 2 c. pumpkin"", ""1 1/2 Tbsp. each Sweet 'N Low and Equal"", ""dash of salt"", ""3/4 c. Egg Beaters"", ""2 Tbsp. melted margarine"", ""1 1/2 c. scalded skim milk""]","[""Beat egg substitute and add, in order, spices, salt, sweeteners, margarine, pumpkin and milk."", ""Mix well and pour into pie shell."", ""Bake at 450\u00b0 for 10 minutes."", ""Then bake at 350\u00b0 for about 30 minutes, or until it tests done.""]",www.cookbooks.com/Recipe-Details.aspx?id=297686,Gathered,"[""pie shell"", ""pumpkin pie spice"", ""pumpkin"", ""N"", ""salt"", ""Egg Beaters"", ""margarine"", ""milk""]"
96,390978,87631,87631,No-Peek Chicken,"[""2 c. Minute rice"", ""8 chicken breasts"", ""salt and pepper to taste"", ""2 cans cream of chicken soup"", ""2 cans mushrooms"", ""2 c. milk"", ""1 pkg. dry onion soup""]","[""Pour all ingredients over chicken breasts in a 9 x 13-inch greased casserole dish."", ""Cover with foil."", ""Bake for 3 hours in a 250\u00b0 oven.""]",www.cookbooks.com/Recipe-Details.aspx?id=443180,Gathered,"[""rice"", ""chicken breasts"", ""salt"", ""cream of chicken soup"", ""mushrooms"", ""milk"", ""onion soup""]"
97,120796,311339,311339,Hot Cranberry Punch,"[""1 Tbsp. whole cloves"", ""3 sticks cinnamon, broken"", ""1/4 tsp. salt"", ""1/2 c. brown sugar"", ""2 c. water"", ""2 1/4 c. pineapple juice"", ""1 pt. cranberry juice""]","[""Put spices and sugar in basket of 8-cup percolator."", ""Put water and juices in bottom of percolator."", ""Brew for 15 minutes."", ""Serve hot."", ""Makes 8 servings.""]",www.cookbooks.com/Recipe-Details.aspx?id=203687,Gathered,"[""whole cloves"", ""cinnamon"", ""salt"", ""brown sugar"", ""water"", ""pineapple juice"", ""cranberry juice""]"
98,382279,2142452,2142452,German's Sweet Chocolate Cake,"[""4 ounces chocolate"", ""1/2 cup water boiling"", ""1 cup margarine or butter"", ""2 cups sugar"", ""4 large eggs separated"", ""1 teaspoon vanilla extract"", ""2 1/4 cups flour, all-purpose sifted, or 2/12 cups cake flour"", ""1 teaspoon baking soda"", ""1/2 teaspoon salt"", ""1 cup buttermilk""]","[""Melt chocolate in boiling water."", ""Cool."", ""Cream buter and sugar until fluffy."", ""Add yolks, 1 at a time, beating well after each."", ""Blend in vanilla and chocolate."", ""Sift flour with soda and salt; add alternately with buttermilk to chocolate mixture, beating after each addition until smooth."", ""Beat egg whites until stiff; fold in beaten whites."", ""Pour into three 9-inch layer pans, lined on bottoms with paper."", ""Bake at 350F (180C) for 30 to 35 minutes."", ""Cool Frost tops only.""]",recipeland.com/recipe/v/germans-sweet-chocolate-cake-36996,Recipes1M,"[""chocolate"", ""water boiling"", ""margarine"", ""sugar"", ""eggs"", ""vanilla"", ""flour"", ""baking soda"", ""salt"", ""buttermilk""]"
99,202180,1873227,1873227,Chef Bob's Chocolate Oatmeal Cookies,"[""1 cup milk"", ""1 cup shortening"", ""8 tablespoons cocoa (heaping)"", ""4 cups sugar"", ""1 cup peanut butter"", ""2 teaspoons vanilla"", ""5 cups quick oats""]","[""Bring milk, shortening, cocoa, and sugar to a boil for 2-3 minutes - melting the sugar."", ""Add peanut butter and vanilla."", ""Stir and add oats."", ""Stir again then drop by spoonfuls on wax paper."", ""Allow to cool and set.""]",www.food.com/recipe/chef-bobs-chocolate-oatmeal-cookies-291577,Recipes1M,"[""milk"", ""shortening"", ""cocoa"", ""sugar"", ""peanut butter"", ""vanilla"", ""oats""]"
